run_id,strategy,models_used,model_categories,mean_confidence,consensus_score,consensus_passed,disagreement,latency_ms,latency_beats,phi_efficiency,decision
ENS-000337,cascade,3,"[""specialist"", ""validator"", ""predictor""]",0.730333,0.782637,True,0.3662,614.33,0.7037,0.483696,execute
ENS-000338,committee,7,"[""specialist"", ""sentinel"", ""synthesizer"", ""validator""]",0.688157,0.661175,True,0.6276,1309.79,1.5003,0.408629,execute
ENS-000339,hierarchical,3,"[""specialist"", ""sovereign"", ""predictor""]",0.5758,0.624181,True,0.1883,1043.0,1.1947,0.385765,execute
ENS-000340,cascade,8,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.588175,0.717623,True,0.5201,1230.98,1.4101,0.443516,execute
ENS-000341,adversarial,4,"[""validator"", ""sovereign"", ""predictor""]",0.815925,0.70555,True,0.3196,1340.97,1.536,0.436054,execute
ENS-000342,hierarchical,6,"[""sentinel"", ""synthesizer"", ""validator"", ""sovereign""]",0.561517,0.779018,True,0.6756,1186.22,1.3588,0.481459,execute
ENS-000343,parallel,6,"[""foundation"", ""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.56505,0.528724,False,0.4243,377.91,0.4329,0.32677,escalate
ENS-000344,tournament,4,"[""sentinel"", ""foundation"", ""validator"", ""sovereign""]",0.8115,0.729679,True,0.3367,846.13,0.9692,0.450967,execute
ENS-000345,adaptive,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.561543,0.752197,True,0.5606,1744.49,1.9983,0.464884,execute
ENS-000346,tournament,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.541713,0.744856,True,0.5531,1929.26,2.2099,0.460346,execute
ENS-000347,committee,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.7284,0.702881,True,0.3248,1319.89,1.5119,0.434405,execute
ENS-000348,hierarchical,7,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.7518,0.723451,True,0.3531,1693.19,1.9395,0.447118,execute
ENS-000349,cascade,6,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.642633,0.712833,True,0.339,940.17,1.0769,0.440555,execute
ENS-000350,cascade,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.7168,0.616595,False,0.6053,1586.4,1.8172,0.381077,escalate
ENS-000351,cascade,3,"[""specialist"", ""synthesizer"", ""validator""]",0.8506,0.908962,True,0.2752,472.08,0.5408,0.561769,execute
ENS-000352,adversarial,4,"[""specialist"", ""foundation"", ""validator""]",0.562425,0.698795,True,0.4607,654.77,0.75,0.431879,execute
ENS-000353,adversarial,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.687963,0.68355,True,0.6586,1103.13,1.2636,0.422457,execute
ENS-000354,cascade,4,"[""specialist"", ""foundation"", ""validator""]",0.618725,0.663607,True,0.4172,776.26,0.8892,0.410132,execute
ENS-000355,hierarchical,8,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.58665,0.819966,True,0.575,2111.04,2.4181,0.506767,execute
ENS-000356,tournament,4,"[""synthesizer"", ""foundation"", ""sovereign"", ""predictor""]",0.758475,0.753641,True,0.2879,1090.63,1.2493,0.465776,execute
ENS-000357,adaptive,3,"[""specialist"", ""validator"", ""predictor""]",0.5865,0.496643,False,0.3469,339.12,0.3885,0.306942,escalate
ENS-000358,adaptive,8,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.610175,0.805416,True,0.5257,2116.97,2.4249,0.497774,execute
ENS-000359,hierarchical,6,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer""]",0.752033,0.786333,True,0.4389,874.1,1.0013,0.48598,execute
ENS-000360,hierarchical,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.730557,0.733464,True,0.6305,1703.83,1.9517,0.453305,execute
ENS-000361,adaptive,7,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.647229,0.59393,False,0.5152,1483.79,1.6996,0.367069,escalate
ENS-000362,tournament,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.651514,0.597713,False,0.5135,1267.18,1.4515,0.369407,escalate
ENS-000363,parallel,3,"[""specialist"", ""synthesizer"", ""foundation""]",0.863167,0.564719,False,0.1873,224.84,0.2575,0.349016,escalate
ENS-000364,tournament,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.678475,0.735174,True,0.613,2446.35,2.8022,0.454363,execute
ENS-000365,cascade,5,"[""specialist"", ""synthesizer"", ""sovereign""]",0.79004,0.679271,True,0.6295,1099.47,1.2594,0.419812,execute
ENS-000366,hierarchical,5,"[""sentinel"", ""specialist"", ""validator"", ""predictor""]",0.67786,0.663204,True,0.5201,1421.73,1.6286,0.409882,execute
ENS-000367,adversarial,3,"[""sovereign"", ""predictor""]",0.808,0.597283,False,0.3869,849.5,0.9731,0.369141,escalate
ENS-000368,adversarial,3,"[""synthesizer"", ""sovereign"", ""predictor""]",0.603333,0.774343,True,0.3094,837.49,0.9593,0.47857,execute
ENS-000369,adversarial,5,"[""synthesizer"", ""specialist"", ""sentinel"", ""sovereign""]",0.6899,0.73381,True,0.537,1063.05,1.2177,0.45352,execute
ENS-000370,tournament,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.690588,0.639395,True,0.6486,1422.99,1.63,0.395168,execute
ENS-000371,hierarchical,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sovereign""]",0.788575,0.625562,True,0.4589,2283.13,2.6153,0.386619,execute
ENS-000372,cascade,6,"[""specialist"", ""validator"", ""sovereign"", ""predictor""]",0.617967,0.757767,True,0.562,1272.46,1.4576,0.468326,execute
ENS-000373,committee,6,"[""sentinel"", ""synthesizer"", ""foundation"", ""sovereign""]",0.690067,0.703398,True,0.3672,1326.8,1.5198,0.434724,execute
ENS-000374,adaptive,3,"[""sentinel"", ""specialist"", ""predictor""]",0.7331,0.695447,True,0.338,808.8,0.9265,0.42981,execute
ENS-000375,hierarchical,5,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.65268,0.748596,True,0.3829,838.27,0.9602,0.462658,execute
ENS-000376,hierarchical,8,"[""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.644188,0.767744,True,0.5827,2169.34,2.4849,0.474492,execute
ENS-000377,adversarial,8,"[""foundation"", ""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.594363,0.707097,True,0.5906,1884.17,2.1583,0.43701,execute
ENS-000378,hierarchical,8,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6859,0.773773,True,0.6655,2461.96,2.8201,0.478218,execute
ENS-000379,hierarchical,7,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.5575,0.747056,True,0.624,1486.69,1.703,0.461706,execute
ENS-000380,adversarial,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer""]",0.721086,0.739251,True,0.4984,1606.36,1.84,0.456882,execute
ENS-000381,committee,3,"[""sentinel"", ""sovereign""]",0.716433,0.515184,False,0.5583,519.25,0.5948,0.318401,escalate
ENS-000382,tournament,3,"[""foundation"", ""validator"", ""predictor""]",0.7588,0.598685,False,0.4881,376.7,0.4315,0.370008,escalate
ENS-000383,adversarial,3,"[""specialist"", ""foundation"", ""validator""]",0.695267,0.637239,True,0.1986,644.72,0.7385,0.393836,execute
ENS-000384,hierarchical,8,"[""sentinel"", ""foundation"", ""validator"", ""sovereign""]",0.670713,0.704896,True,0.6869,1974.45,2.2617,0.43565,execute
ENS-000385,adversarial,4,"[""synthesizer"", ""specialist"", ""sovereign"", ""predictor""]",0.575175,0.701973,True,0.4526,743.29,0.8514,0.433843,execute
ENS-000386,cascade,4,"[""specialist"", ""validator"", ""predictor""]",0.809925,0.693773,True,0.4334,893.15,1.0231,0.428776,execute
ENS-000387,hierarchical,8,"[""foundation"", ""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.63685,0.770798,True,0.6563,1791.1,2.0517,0.476379,execute
ENS-000388,tournament,5,"[""sentinel"", ""synthesizer"", ""predictor""]",0.57988,0.624884,True,0.4185,1005.67,1.152,0.386199,execute
ENS-000389,adaptive,7,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.691857,0.67734,True,0.5798,1344.18,1.5397,0.418619,execute
ENS-000390,adaptive,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.665575,0.686785,True,0.4781,2528.48,2.8963,0.424456,execute
ENS-000391,adaptive,3,"[""sentinel"", ""foundation"", ""predictor""]",0.839233,0.819542,True,0.2572,519.96,0.5956,0.506505,execute
ENS-000392,cascade,3,"[""foundation"", ""predictor""]",0.721667,0.685327,True,0.3381,727.08,0.8329,0.423555,execute
ENS-000393,committee,5,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.65894,0.728156,True,0.5889,617.81,0.7077,0.450025,execute
ENS-000394,committee,6,"[""specialist"", ""foundation"", ""sovereign"", ""predictor""]",0.653667,0.671051,True,0.441,1502.84,1.7215,0.414733,execute
ENS-000395,cascade,6,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.634233,0.55736,False,0.4198,1094.42,1.2536,0.344468,escalate
ENS-000396,cascade,3,"[""sentinel"", ""synthesizer"", ""predictor""]",0.5839,0.692801,True,0.3453,535.87,0.6138,0.428175,execute
ENS-000397,adversarial,3,"[""sentinel"", ""validator"", ""predictor""]",0.701933,0.67841,True,0.4373,602.07,0.6897,0.419281,execute
ENS-000398,hierarchical,4,"[""specialist"", ""synthesizer"", ""validator"", ""predictor""]",0.537675,0.730837,True,0.4451,1419.86,1.6264,0.451682,execute
ENS-000399,parallel,6,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.563317,0.610826,False,0.5189,390.6,0.4474,0.377511,escalate
ENS-000400,hierarchical,3,"[""synthesizer"", ""foundation"", ""predictor""]",0.500567,0.551172,False,0.5144,704.97,0.8075,0.340643,escalate
ENS-000401,cascade,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer""]",0.652212,0.545525,False,0.3589,1737.76,1.9906,0.337153,escalate
ENS-000402,parallel,5,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer""]",0.5028,0.721565,True,0.4512,388.86,0.4454,0.445952,execute
ENS-000403,adversarial,7,"[""foundation"", ""validator"", ""sovereign"", ""predictor""]",0.528643,0.677181,True,0.5695,1721.62,1.9721,0.418521,execute
ENS-000404,hierarchical,3,"[""specialist"", ""predictor""]",0.701667,0.621034,True,0.3929,677.21,0.7757,0.38382,execute
ENS-000405,committee,4,"[""sentinel"", ""specialist"", ""foundation"", ""predictor""]",0.492575,0.575581,False,0.2833,868.64,0.995,0.355729,escalate
ENS-000406,tournament,3,"[""specialist"", ""predictor""]",0.5426,0.453438,False,0.5247,620.38,0.7106,0.28024,escalate
ENS-000407,cascade,6,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.58875,0.722427,True,0.5677,946.08,1.0837,0.446484,execute
ENS-000408,committee,7,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.771029,0.633311,True,0.571,1339.69,1.5346,0.391408,execute
ENS-000409,cascade,7,"[""specialist"", ""sentinel"", ""synthesizer"", ""validator""]",0.687843,0.720244,True,0.5944,1742.72,1.9962,0.445135,execute
ENS-000410,adversarial,6,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.624717,0.725119,True,0.618,1273.48,1.4587,0.448148,execute
ENS-000411,parallel,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.568675,0.757456,True,0.5649,372.49,0.4267,0.468134,execute
ENS-000412,parallel,4,"[""synthesizer"", ""foundation"", ""validator""]",0.58,0.635961,True,0.6554,268.51,0.3076,0.393046,execute
ENS-000413,committee,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.607286,0.58979,False,0.5421,1980.01,2.268,0.36451,escalate
ENS-000414,parallel,4,"[""foundation"", ""sovereign"", ""predictor""]",0.66805,0.717992,True,0.6048,381.43,0.4369,0.443743,execute
ENS-000415,committee,6,"[""synthesizer"", ""specialist"", ""sentinel"", ""sovereign""]",0.378617,0.795491,True,0.1917,1440.85,1.6505,0.491641,execute
ENS-000416,hierarchical,4,"[""foundation"", ""sovereign"", ""predictor""]",0.59885,0.693185,True,0.5319,966.74,1.1074,0.428412,execute
ENS-000417,parallel,5,"[""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.45834,0.773397,True,0.2305,393.85,0.4511,0.477986,execute
ENS-000418,committee,8,"[""synthesizer"", ""validator"", ""sovereign""]",0.732862,0.733861,True,0.5089,1515.86,1.7364,0.453551,execute
ENS-000419,hierarchical,3,"[""foundation"", ""validator"", ""sovereign""]",0.817933,0.478058,False,0.3324,816.62,0.9354,0.295456,escalate
ENS-000420,adaptive,5,"[""sentinel"", ""specialist"", ""foundation"", ""synthesizer""]",0.7102,0.655459,True,0.4631,964.75,1.1051,0.405096,execute
ENS-000421,tournament,8,"[""foundation"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.702425,0.72186,True,0.5598,1931.49,2.2125,0.446134,execute
ENS-000422,adaptive,3,"[""synthesizer"", ""foundation"", ""sovereign""]",0.609133,0.746221,True,0.4514,523.89,0.6001,0.46119,execute
ENS-000423,parallel,3,"[""synthesizer"", ""foundation"", ""sovereign""]",0.572767,0.680807,True,0.3298,287.18,0.329,0.420762,execute
ENS-000424,parallel,4,"[""synthesizer"", ""sovereign"", ""predictor""]",0.518,0.653748,True,0.2972,391.81,0.4488,0.404039,execute
ENS-000425,hierarchical,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.699671,0.647698,True,0.6076,1613.55,1.8483,0.4003,execute
ENS-000426,committee,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.734962,0.701827,True,0.5759,2135.06,2.4457,0.433753,execute
ENS-000427,tournament,8,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.625575,0.676412,True,0.4026,1691.71,1.9378,0.418046,execute
ENS-000428,parallel,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.584525,0.596188,False,0.5471,369.84,0.4236,0.368465,escalate
ENS-000429,adaptive,5,"[""synthesizer"", ""foundation"", ""validator"", ""sovereign""]",0.64262,0.633201,True,0.5558,1003.81,1.1498,0.39134,execute
ENS-000430,tournament,6,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.734767,0.747323,True,0.4154,971.44,1.1128,0.461871,execute
ENS-000431,parallel,5,"[""sentinel"", ""foundation"", ""sovereign"", ""predictor""]",0.72538,0.591259,False,0.476,246.71,0.2826,0.365418,escalate
ENS-000432,hierarchical,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer""]",0.525687,0.674691,True,0.51,1739.56,1.9926,0.416982,execute
ENS-000433,committee,5,"[""sentinel"", ""specialist"", ""sovereign""]",0.6848,0.713661,True,0.6706,1409.29,1.6143,0.441067,execute
ENS-000434,tournament,4,"[""foundation"", ""validator"", ""sovereign"", ""predictor""]",0.529125,0.787501,True,0.2308,695.1,0.7962,0.486703,execute
ENS-000435,tournament,6,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.705317,0.58113,False,0.4714,1109.04,1.2704,0.359158,escalate
ENS-000436,committee,6,"[""sentinel"", ""synthesizer"", ""validator"", ""predictor""]",0.67365,0.657721,True,0.5275,1383.4,1.5846,0.406494,execute
ENS-000437,committee,4,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.648375,0.834659,True,0.301,719.22,0.8239,0.515848,execute
ENS-000438,adaptive,5,"[""sentinel"", ""specialist"", ""validator"", ""sovereign""]",0.64292,0.699421,True,0.4584,1206.07,1.3815,0.432266,execute
ENS-000439,cascade,3,"[""sentinel"", ""foundation"", ""sovereign""]",0.470533,0.689016,True,0.3123,629.24,0.7208,0.425835,execute
ENS-000440,hierarchical,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.701213,0.612187,False,0.5315,1887.12,2.1616,0.378352,escalate
ENS-000441,committee,6,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""sovereign""]",0.67195,0.838383,True,0.4847,1767.57,2.0247,0.518149,execute
ENS-000442,adaptive,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""sovereign""]",0.769143,0.5816,False,0.5541,1859.97,2.1305,0.359448,escalate
ENS-000443,parallel,5,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.61952,0.634294,True,0.6572,399.49,0.4576,0.392015,execute
ENS-000444,cascade,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.78095,0.643977,True,0.6417,2318.86,2.6562,0.398,execute
ENS-000445,hierarchical,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.651143,0.745087,True,0.4322,1354.91,1.552,0.460489,execute
ENS-000446,adaptive,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""sovereign""]",0.535357,0.744532,True,0.4944,1790.64,2.0511,0.460146,execute
ENS-000447,committee,7,"[""foundation"", ""validator"", ""sovereign"", ""predictor""]",0.666186,0.64081,True,0.3379,1456.17,1.668,0.396042,execute
ENS-000448,tournament,6,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6963,0.802284,True,0.5587,1255.0,1.4376,0.495839,execute
ENS-000449,parallel,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.576538,0.684479,True,0.4804,396.47,0.4541,0.423031,execute
ENS-000450,adversarial,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.575057,0.775245,True,0.5663,1590.26,1.8216,0.479128,execute
ENS-000451,adversarial,8,"[""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.607988,0.680288,True,0.6371,2043.28,2.3405,0.420441,execute
ENS-000452,adversarial,6,"[""foundation"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6296,0.676701,True,0.5084,1387.64,1.5895,0.418224,execute
ENS-000453,adversarial,5,"[""specialist"", ""validator"", ""predictor""]",0.66618,0.683396,True,0.4662,1194.84,1.3687,0.422362,execute
ENS-000454,cascade,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.671671,0.720027,True,0.4562,1290.31,1.478,0.445001,execute
ENS-000455,hierarchical,8,"[""sentinel"", ""specialist"", ""validator"", ""predictor""]",0.651362,0.777506,True,0.5996,2220.88,2.544,0.480525,execute
ENS-000456,adversarial,4,"[""sentinel"", ""specialist"", ""synthesizer"", ""sovereign""]",0.697275,0.59969,False,0.4774,1028.22,1.1778,0.370629,escalate
ENS-000457,adversarial,5,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.75702,0.653134,True,0.3396,1329.9,1.5234,0.403659,execute
ENS-000458,parallel,7,"[""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.605257,0.656337,True,0.5206,395.45,0.453,0.405638,execute
ENS-000459,committee,4,"[""sentinel"", ""synthesizer"", ""foundation"", ""validator""]",0.432025,0.566135,False,0.3495,1103.59,1.2641,0.349891,escalate
ENS-000460,hierarchical,5,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.80024,0.693427,True,0.4522,1065.56,1.2206,0.428562,execute
ENS-000461,adaptive,5,"[""specialist"", ""validator"", ""sovereign""]",0.7262,0.706328,True,0.6364,761.57,0.8724,0.436535,execute
ENS-000462,cascade,3,"[""specialist"", ""foundation"", ""predictor""]",0.814733,0.840609,True,0.4502,811.6,0.9297,0.519525,execute
ENS-000463,parallel,7,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.664086,0.586001,False,0.5902,337.55,0.3867,0.362168,escalate
ENS-000464,adaptive,6,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.543083,0.531997,False,0.6121,1392.68,1.5953,0.328792,escalate
ENS-000465,adaptive,8,"[""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.7646,0.681766,True,0.416,1995.61,2.2859,0.421354,execute
ENS-000466,tournament,6,"[""synthesizer"", ""specialist"", ""sovereign""]",0.71715,0.69399,True,0.4604,1153.5,1.3213,0.428909,execute
ENS-000467,adaptive,3,"[""specialist"", ""predictor""]",0.525567,0.661569,True,0.5153,663.96,0.7605,0.408872,execute
ENS-000468,tournament,5,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer""]",0.59926,0.653549,True,0.4765,1432.41,1.6408,0.403916,execute
ENS-000469,hierarchical,8,"[""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.716063,0.708812,True,0.5476,1513.27,1.7334,0.43807,execute
ENS-000470,committee,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6188,0.688289,True,0.6258,1487.99,1.7045,0.425386,execute
ENS-000471,committee,4,"[""synthesizer"", ""specialist"", ""foundation"", ""predictor""]",0.557425,0.671958,True,0.5166,999.49,1.1449,0.415293,execute
ENS-000472,cascade,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.679571,0.674025,True,0.3645,1653.85,1.8944,0.41657,execute
ENS-000473,parallel,3,"[""foundation"", ""sovereign"", ""predictor""]",0.4361,0.648244,True,0.1884,265.4,0.304,0.400637,execute
ENS-000474,parallel,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sovereign""]",0.736725,0.728357,True,0.513,383.4,0.4392,0.45015,execute
ENS-000475,hierarchical,3,"[""sovereign"", ""predictor""]",0.730667,0.893612,True,0.2487,1042.08,1.1937,0.552282,execute
ENS-000476,parallel,7,"[""sentinel"", ""synthesizer"", ""foundation"", ""validator""]",0.734543,0.727971,True,0.5448,379.1,0.4342,0.449911,execute
ENS-000477,committee,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.69485,0.711716,True,0.4184,1628.75,1.8657,0.439865,execute
ENS-000478,adversarial,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.70365,0.618704,True,0.5356,1749.16,2.0036,0.38238,execute
ENS-000479,committee,3,"[""foundation"", ""sovereign"", ""predictor""]",0.568067,0.598547,False,0.3878,565.21,0.6474,0.369922,escalate
ENS-000480,committee,5,"[""synthesizer"", ""validator"", ""predictor""]",0.66304,0.772067,True,0.6083,1433.7,1.6423,0.477164,execute
ENS-000481,parallel,7,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.617857,0.681193,True,0.6308,338.9,0.3882,0.421,execute
ENS-000482,committee,6,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.684433,0.658435,True,0.3534,1759.92,2.0159,0.406935,execute
ENS-000483,adversarial,5,"[""synthesizer"", ""specialist"", ""foundation"", ""validator""]",0.72996,0.667833,True,0.4997,1496.04,1.7137,0.412744,execute
ENS-000484,adaptive,5,"[""sentinel"", ""foundation"", ""validator"", ""predictor""]",0.67364,0.494105,False,0.5102,717.22,0.8216,0.305374,escalate
ENS-000485,parallel,3,"[""sentinel"", ""specialist"", ""sovereign""]",0.564833,0.864733,True,0.3827,361.53,0.4141,0.534434,execute
ENS-000486,cascade,5,"[""sentinel"", ""specialist"", ""sovereign""]",0.61372,0.650214,True,0.5839,1166.61,1.3363,0.401854,execute
ENS-000487,hierarchical,6,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.758917,0.721599,True,0.3571,1272.51,1.4576,0.445972,execute
ENS-000488,tournament,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.761275,0.764659,True,0.6594,1376.0,1.5762,0.472585,execute
ENS-000489,parallel,4,"[""foundation"", ""sovereign"", ""predictor""]",0.612775,0.896998,True,0.4988,330.62,0.3787,0.554375,execute
ENS-000490,committee,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.547312,0.774909,True,0.4631,1558.16,1.7848,0.47892,execute
ENS-000491,tournament,6,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.546683,0.646194,True,0.5853,1228.65,1.4074,0.39937,execute
ENS-000492,adaptive,8,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer""]",0.5837,0.643007,True,0.4645,1819.15,2.0838,0.3974,execute
ENS-000493,parallel,7,"[""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.814657,0.693089,True,0.5456,373.45,0.4278,0.428353,execute
ENS-000494,hierarchical,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.68925,0.758727,True,0.4369,1642.4,1.8813,0.468919,execute
ENS-000495,adaptive,6,"[""specialist"", ""foundation"", ""validator"", ""predictor""]",0.7642,0.707094,True,0.3849,1967.11,2.2533,0.437008,execute
ENS-000496,adversarial,7,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.524543,0.601967,False,0.4257,1261.25,1.4447,0.372036,escalate
ENS-000497,adversarial,4,"[""sentinel"", ""specialist"", ""foundation""]",0.471075,0.691217,True,0.25,1192.19,1.3656,0.427195,execute
ENS-000498,cascade,3,"[""specialist"", ""foundation""]",0.590433,0.648292,True,0.2865,714.05,0.8179,0.400667,execute
ENS-000499,adaptive,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.779562,0.71459,True,0.4219,1917.03,2.1959,0.441641,execute
